token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
9-0	TOI118	9	[qua]nto	quanto	linguistic	_	Begin=9.593	_	_	_	0-3(1)
9-1	TOI118	9	pesi?	pesi	linguistic	Intonation=Rising	End=10.197	_	_	_	_
10-0	TOR002	10	tanto	tanto	linguistic	_	Begin=10.581|End=11.22	_	_	_	_
11-0	TOI119	11	no:::	no	linguistic	_	Begin=11.406	1x3	_	_	_
11-1	TOI119	11	più	più	linguistic	_	_	_	_	_	_
11-2	TOI119	11	di	di	linguistic	_	_	_	_	_	_
11-3	TOI119	11	lui	lui	linguistic	_	_	_	_	_	_
11-4	TOI119	11	no	no	linguistic	_	_	_	_	_	_
11-5	TOI119	11	di	di	linguistic	_	_	_	_	_	_
11-6	TOI119	11	sicuro	sicuro	linguistic	_	End=13.616	_	_	_	_
12-0	TOR002	12	e:h	eh	linguistic	_	Begin=13.616	0x1	_	_	_
12-1	TOR002	12	no	no	linguistic	_	_	_	_	_	_
12-2	TOR002	12	io	io	linguistic	_	_	_	_	_	_
12-3	TOR002	12	peso	peso	linguistic	_	_	_	_	_	_
12-4	TOR002	12	ta~	ta~	linguistic	Interrupted=Yes	_	_	_	_	_
12-5	TOR002	12	[non	non	linguistic	_	_	_	_	_	0-3(2)
12-6	TOR002	12	si	si	linguistic	_	_	_	_	_	0-2(2)
12-7	TOR002	12	di~]	di~	linguistic	Interrupted=Yes	End=15.418	_	_	_	0-3(2)
13-0	TOI119	13	[no	no	linguistic	_	Begin=14.819	_	_	_	0-2(2)
13-1	TOI119	13	no	no	linguistic	_	_	_	_	_	0-2(2)
13-2	TOI119	13	n]o	no	linguistic	_	End=15.604	_	_	_	0-1(2)
14-0	TOR002	14	non	non	linguistic	_	Begin=15.802	_	_	_	_
14-1	TOR002	14	si	si	linguistic	_	_	_	_	_	_
14-2	TOR002	14	vede	vede	linguistic	_	_	_	_	_	_
14-3	TOR002	14	ma	ma	linguistic	_	_	_	_	_	_
14-4	TOR002	14	peso	peso	linguistic	_	_	_	_	_	_
14-5	TOR002	14	tant[o	tanto	linguistic	_	_	_	_	_	4-5(3)
14-6	TOR002	14	io]	io	linguistic	_	End=17.825	_	_	_	0-2(3)
15-0	TOI119	15	[oh	oh	linguistic	_	Begin=17.395	_	_	_	0-2(3)
15-1	TOI119	15	beh	beh	linguistic	_	_	_	_	_	0-3(3)
15-2	TOI119	15	o]ttantadue	ottantadue	linguistic	_	End=18.593	_	_	_	0-1(3)
16-0	TOR002	16	così	così	linguistic	_	Begin=20.616|End=21.22	_	_	_	_
17-0	TOI119	17	novanta?	novanta	linguistic	Intonation=Rising	Begin=21.813|End=22.637	_	_	_	_
18-0	TOI118	18	#co	co	linguistic	_	Begin=22.637	_	_	_	_
18-1	TOI118	18	a	a	linguistic	_	_	_	_	_	_
18-2	TOI118	18	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
18-3	TOI118	18	è	è	linguistic	_	_	_	_	_	_
18-4	TOI118	18	lu	lu	linguistic	_	_	_	_	_	_
18-5	TOI118	18	li?	li	linguistic	Intonation=Rising	End=23.209	_	_	_	_
19-0	TOR002	19	((ride))	((ride))	nonverbalbehavior	_	Begin=24.593|End=25.418	_	_	_	_
20-0	TOI119	20	eh	eh	linguistic	_	Begin=25.593	_	_	_	_
20-1	TOI119	20	ah	ah	linguistic	_	_	_	_	_	_
20-2	TOI119	20	non	non	linguistic	_	_	_	_	_	_
20-3	TOI119	20	sembra	sembra	linguistic	_	End=27.011	_	_	_	_
21-0	TOR002	21	e::h	eh	linguistic	_	Begin=27.593	0x2	_	_	_
21-1	TOR002	21	[vabbé]	vabbé	linguistic	_	_	_	_	_	0-5(4)
21-2	TOR002	21	ma	ma	linguistic	_	_	_	_	_	_
21-3	TOR002	21	io	io	linguistic	_	_	_	_	_	_
21-4	TOR002	21	sono:	sono	linguistic	_	_	3x1	_	_	_
21-5	TOR002	21	un	un	linguistic	_	_	_	_	_	_
21-6	TOR002	21	finto	finto	linguistic	_	_	_	_	_	_
21-7	TOR002	21	m[agro]	magro	linguistic	_	End=30.406	_	_	_	1-5(5)
22-0	TOI119	22	[eh]	eh	linguistic	_	Begin=27.825|End=28.22	_	_	_	0-2(4)
23-0	TOI119	23	[un	un	linguistic	_	Begin=29.813	_	_	_	0-2(5)
23-1	TOI119	23	finto	finto	linguistic	_	_	_	_	_	0-5(5)
23-2	TOI119	23	ma]gro	magro	linguistic	_	_	_	_	_	0-2(5)
23-3	TOI119	23	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
23-4	TOI119	23	come	come	linguistic	_	_	_	_	_	_
23-5	TOI119	23	noi	noi	linguistic	_	End=31.418	_	_	_	_
24-0	TOI119	24	((ride))	((ride))	nonverbalbehavior	_	Begin=31.813	_	_	_	_
24-1	TOI119	24	lasciamo	lasciamo	linguistic	_	_	_	_	_	_
24-2	TOI119	24	[xxx]	x	unknown	_	End=32.813	_	_	_	0-3(6)
25-0	TOR002	25	[eh	eh	linguistic	_	Begin=32.395	_	_	_	0-2(?)
25-1	TOR002	25	vab]bé	vabbé	linguistic	_	End=33.011	_	_	_	0-3(?)
26-0	TOI118	26	oggi	oggi	linguistic	_	Begin=33.0|End=33.604	_	_	_	_
27-0	TOI118	27	quanti	quanti	linguistic	_	Begin=35.837	_	_	_	_
27-1	TOI118	27	ne	ne	linguistic	_	_	_	_	_	_
27-2	TOI118	27	abbiamo?	abbiamo	linguistic	Intonation=Rising	End=36.616	_	_	_	_
28-0	TOR002	28	#alura	alura	linguistic	_	Begin=36.616|End=37.383	_	_	_	_
29-0	TOR002	29	#no	no	linguistic	_	Begin=37.422	_	_	_	_
29-1	TOR002	29	no	no	linguistic	_	_	_	_	_	_
29-2	TOR002	29	no	no	linguistic	_	_	_	_	_	_
29-3	TOR002	29	ma	ma	linguistic	_	_	_	_	_	_
29-4	TOR002	29	a	a	linguistic	_	_	_	_	_	_
29-5	TOR002	29	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
29-6	TOR002	29	è	è	linguistic	_	_	_	_	_	_
29-7	TOR002	29	[tut	tut	linguistic	_	_	_	_	_	0-3(8)
29-8	TOR002	29	si]	si	linguistic	_	End=38.616	_	_	_	0-2(8)
30-0	TOI118	30	[no	no	linguistic	_	Begin=38.197	_	_	_	0-2(8)
30-1	TOI118	30	no	no	linguistic	_	_	_	_	_	0-2(8)
30-2	TOI118	30	n]o	no	linguistic	_	_	_	_	_	0-1(8)
30-3	TOI118	30	non	non	linguistic	_	_	_	_	_	_
30-4	TOI118	30	mi	mi	linguistic	_	_	_	_	_	_
30-5	TOI118	30	fido	fido	linguistic	_	_	_	_	_	_
30-6	TOI118	30	di	di	linguistic	_	_	_	_	_	_
30-7	TOI118	30	te	te	linguistic	_	_	_	_	_	_
30-8	TOI118	30	poi	poi	linguistic	_	_	_	_	_	_
30-9	TOI118	30	firmi	firmi	linguistic	_	End=39.825	_	_	_	_
31-0	TOI119	31	((ride))	((ride))	nonverbalbehavior	_	Begin=39.889|End=42.2	_	_	_	_
32-0	TOR002	32	((ride))	((ride))	nonverbalbehavior	_	Begin=40.416|End=41.31	_	_	_	_
33-0	TOR002	33	oggi	oggi	linguistic	_	Begin=42.2	_	_	_	_
33-1	TOR002	33	ne	ne	linguistic	_	_	_	_	_	_
33-2	TOR002	33	abbiamo	abbiamo	linguistic	_	_	_	_	_	_
33-3	TOR002	33	tredici	tredici	linguistic	_	End=43.71	_	_	_	_
34-0	TOI118	34	#ahia	ahia	linguistic	_	Begin=44.496	_	_	_	_
34-1	TOI118	34	marca	marca	linguistic	_	_	_	_	_	_
34-2	TOI118	34	mal	mal	linguistic	_	_	_	_	_	_
34-3	TOI118	34	alura	alura	linguistic	_	End=45.6	_	_	_	_
35-0	TOR002	35	o	o	linguistic	_	Begin=45.703	_	_	_	_
35-1	TOR002	35	quatto~	quatto~	linguistic	Interrupted=Yes	_	_	_	_	_
35-2	TOR002	35	no.	no	linguistic	Intonation=Falling	_	_	_	_	_
35-3	TOR002	35	tredici	tredici	linguistic	_	_	_	_	_	_
35-4	TOR002	35	[ne	ne	linguistic	_	_	_	_	_	0-2(9)
35-5	TOR002	35	abbiamo]	abbiamo	linguistic	_	End=47.703	_	_	_	0-7(9)
36-0	TOI119	36	[tredici]	tredici	linguistic	_	Begin=47.103|End=47.703	_	_	_	0-7(9)
37-0	TOR002	37	#fame	fame	linguistic	_	Begin=47.903	_	_	_	_
37-1	TOR002	37	cuntrulé	cuntrulé	linguistic	_	_	_	_	_	_
37-2	TOR002	37	tredici	tredici	linguistic	_	_	_	_	_	_
37-3	TOR002	37	gennaio	gennaio	linguistic	_	End=49.71	_	_	_	_
38-0	TOR002	38	a:::llora	allora	linguistic	_	Begin=50.586|End=51.4	0x3	_	_	_
39-0	TOR002	39	#sì	sì	linguistic	_	Begin=52.806	_	_	_	_
39-1	TOR002	39	e	e	linguistic	_	_	_	_	_	_
39-2	TOR002	39	el	el	linguistic	_	_	_	_	_	_
39-3	TOR002	39	foi	foi	linguistic	_	_	_	_	_	_
39-4	TOR002	39	lo	lo	linguistic	_	_	_	_	_	_
39-5	TOR002	39	faccio	faccio	linguistic	_	_	_	_	_	_
39-6	TOR002	39	firmare	firmare	linguistic	_	_	_	_	_	_
39-7	TOR002	39	anche	anche	linguistic	_	_	_	_	_	_
39-8	TOR002	39	a	a	linguistic	_	_	_	_	_	_
39-9	TOR002	39	lei	lei	linguistic	_	_	_	_	_	_
39-10	TOR002	39	signora	signora	linguistic	_	End=55.503	_	_	_	_
40-0	TOI119	40	a	a	linguistic	_	Begin=55.6	_	_	_	_
40-1	TOI119	40	me:?	me	linguistic	Intonation=Rising	End=56.213	1x1	_	_	_
41-0	TOR002	41	sì	sì	linguistic	_	Begin=56.22|End=56.503	_	_	_	_
42-0	TOR002	42	poi	poi	linguistic	_	Begin=56.786|End=57.096	_	_	_	_
43-0	TOR002	43	#parliamo	parliamo	linguistic	_	Begin=57.903	_	_	_	_
43-1	TOR002	43	in	in	linguistic	_	_	_	_	_	_
43-2	TOR002	43	italiano	italiano	linguistic	_	_	_	_	_	_
43-3	TOR002	43	parliamo	parliamo	linguistic	_	_	_	_	_	_
43-4	TOR002	43	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
43-5	TOR002	43	piemunteis	piemunteis	linguistic	_	_	_	_	_	_
43-6	TOR002	43	parliamo	parliamo	linguistic	_	_	_	_	_	_
43-7	TOR002	43	un	un	linguistic	_	_	_	_	_	_
43-8	TOR002	43	po'	po'	linguistic	_	_	_	_	_	_
43-9	TOR002	43	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
43-10	TOR002	43	[come	come	linguistic	_	_	_	_	_	0-4(10)
43-11	TOR002	43	volete	volete	linguistic	_	_	_	_	_	0-6(10)
43-12	TOR002	43	voi]	voi	linguistic	_	End=63.2	_	_	_	0-3(10)
44-0	TOI118	44	[abbiamo	abbiamo	linguistic	_	Begin=61.806	_	_	_	0-7(10)
44-1	TOI118	44	finito	finito	linguistic	_	_	_	_	_	0-6(10)
44-2	TOI118	44	di	di	linguistic	_	_	_	_	_	0-2(10)
44-3	TOI118	44	vivere	vivere	linguistic	_	_	_	_	_	0-6(10)
44-4	TOI118	44	eh]	eh	linguistic	_	End=63.213	_	_	_	0-2(10)
45-0	TOR002	45	no:::	no	linguistic	_	Begin=64.696	1x3	_	_	_
45-1	TOR002	45	ma	ma	linguistic	_	_	_	_	_	_
45-2	TOR002	45	non	non	linguistic	_	_	_	_	_	_
45-3	TOR002	45	é	é	linguistic	_	_	_	_	_	_
45-4	TOR002	45	niente	niente	linguistic	_	End=66.213	_	_	_	_
46-0	TOI118	46	#alora	alora	linguistic	_	Begin=66.6	_	_	_	_
46-1	TOI118	46	se	se	linguistic	_	_	_	_	_	_
46-2	TOI118	46	niente	niente	linguistic	_	_	_	_	_	_
46-3	TOI118	46	fuma	fuma	linguistic	_	_	_	_	_	_
46-4	TOI118	46	niente	niente	linguistic	_	End=68.096	_	_	_	_
47-0	TOI119	47	((ride))	((ride))	nonverbalbehavior	_	Begin=66.896|End=68.096	_	_	_	_
48-1	TOR002	48	((ride))	((ride))	nonverbalbehavior	_	Begin=68.096	_	_	_	_
48-2	TOR002	48	#se	se	linguistic	_	_	_	_	_	_
48-3	TOR002	48	[nient]e	niente	linguistic	_	_	_	_	_	0-5(11)
48-4	TOR002	48	fuma	fuma	linguistic	_	_	_	_	_	_
48-5	TOR002	48	nien[te]	niente	linguistic	_	End=69.806	_	_	_	4-6(12)
49-0	TOI118	49	[xxx]	x	unknown	_	Begin=68.793|End=69.013	_	_	_	0-3(11)
50-0	TOI119	50	[qua]	qua	linguistic	_	Begin=69.613	_	_	_	0-3(12)
50-1	TOI119	50	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
50-2	TOI119	50	qua	qua	linguistic	_	_	_	_	_	_
50-3	TOI119	50	sotto	sotto	linguistic	_	_	_	_	_	_
50-4	TOI119	50	la	la	linguistic	_	_	_	_	_	_
50-5	TOI119	50	firma?	firma	linguistic	Intonation=Rising	End=71.0	_	_	_	_
51-0	TOR002	51	sì.	sì	linguistic	Intonation=Falling	Begin=71.289	_	_	_	_
51-1	TOR002	51	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
51-2	TOR002	51	sì	sì	linguistic	_	_	_	_	_	_
51-3	TOR002	51	sì	sì	linguistic	_	_	_	_	_	_
51-4	TOR002	51	poi	poi	linguistic	_	_	_	_	_	_
51-5	TOR002	51	ci	ci	linguistic	_	_	_	_	_	_
51-6	TOR002	51	sono:	sono	linguistic	_	_	3x1	_	_	_
51-7	TOR002	51	qualche	qualche	linguistic	_	_	_	_	_	_
51-8	TOR002	51	informazione	informazione	linguistic	_	_	_	_	_	_
51-9	TOR002	51	da	da	linguistic	_	_	_	_	_	_
51-10	TOR002	51	completare	completare	linguistic	_	_	_	_	_	_
51-11	TOR002	51	ma	ma	linguistic	_	_	_	_	_	_
51-12	TOR002	51	beh	beh	linguistic	_	End=74.6	_	_	_	_
52-0	TOR002	52	ve	ve	linguistic	_	Begin=75.296	_	_	_	_
52-1	TOR002	52	le::	le	linguistic	_	_	1x2	_	_	_
52-2	TOR002	52	xxx	x	unknown	_	_	_	_	_	_
52-3	TOR002	52	luogo	luogo	linguistic	_	_	_	_	_	_
52-4	TOR002	52	di	di	linguistic	_	_	_	_	_	_
52-5	TOR002	52	nascita	nascita	linguistic	_	End=77.993	_	_	_	_
53-0	TOR002	53	codice	codice	linguistic	_	Begin=78.806	_	_	_	_
53-1	TOR002	53	fiscale	fiscale	linguistic	_	_	_	_	_	_
53-2	TOR002	53	potete	potete	linguistic	_	_	_	_	_	_
53-3	TOR002	53	anche	anche	linguistic	_	_	_	_	_	_
53-4	TOR002	53	non	non	linguistic	_	_	_	_	_	_
53-5	TOR002	53	metterlo	metterlo	linguistic	_	End=80.903	_	_	_	_
54-0	TOI118	54	pure	pure	linguistic	_	Begin=80.923	_	_	_	_
54-1	TOI118	54	il	il	linguistic	_	_	_	_	_	_
54-2	TOI118	54	codice	codice	linguistic	_	_	_	_	_	_
54-3	TOI118	54	[fisca~]?	fisca~	linguistic	Intonation=Rising	End=81.806	_	_	_	0-6(13)
55-0	TOR002	55	[ma:	ma	linguistic	_	Begin=81.489	1x1	_	_	0-2(13)
55-1	TOR002	55	chis]sene	chissene	linguistic	_	_	_	_	_	0-4(13)
55-2	TOR002	55	frega	frega	linguistic	_	_	_	_	_	_
55-3	TOR002	55	non	non	linguistic	_	_	_	_	_	_
55-4	TOR002	55	metterlo	metterlo	linguistic	_	_	_	_	_	_
55-5	TOR002	55	[quello]	quello	linguistic	_	End=83.393	_	_	_	0-6(14)
56-0	TOI118	56	#[ma	ma	linguistic	_	Begin=83.006	_	_	_	1-3(14)
56-1	TOI118	56	sarà]	sarà	linguistic	_	_	_	_	_	0-4(14)
56-2	TOI118	56	mei	mei	linguistic	_	End=83.71	_	_	_	_
57-0	TOI119	57	non	non	linguistic	_	Begin=83.806	_	_	_	_
57-1	TOI119	57	scrive::	scrive	linguistic	_	End=84.8	5x2	_	_	_
58-0	TOR002	58	((ride))	((ride))	nonverbalbehavior	_	Begin=84.103|End=84.896	_	_	_	_
59-0	TOI119	59	dammi	dammi	linguistic	_	Begin=85.0	_	_	_	_
59-1	TOI119	59	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
59-2	TOI119	59	altra	altra	linguistic	_	_	_	_	_	_
59-3	TOI119	59	pe[nna	penna	linguistic	_	_	_	_	_	1-5(15)
59-4	TOI119	59	aldo]	aldo	linguistic	_	End=86.0	_	_	_	0-4(15)
60-0	TOR002	60	[non	non	linguistic	_	Begin=85.6	_	_	_	0-3(15)
60-1	TOR002	60	scri]ve?	scrive	linguistic	Intonation=Rising	_	_	_	_	0-4(15)
60-2	TOR002	60	prova	prova	linguistic	_	_	_	_	_	_
60-3	TOR002	60	[ques]ta	questa	linguistic	_	End=86.993	_	_	_	0-4(16)
61-0	TOI119	61	[no].	no	linguistic	Intonation=Falling	Begin=86.489|End=86.813	_	_	_	0-2(16)
62-0	TOR002	62	a:::h	ah	linguistic	_	Begin=87.296|End=89.0	0x3	_	_	_
63-0	TOR002	63	#alora	alora	linguistic	_	Begin=90.089|End=90.71	_	_	_	_
64-0	TOI118	64	perché	perché	linguistic	_	Begin=91.089	_	_	_	_
64-1	TOI118	64	una	una	linguistic	_	_	_	_	_	_
64-2	TOI118	64	nostra	nostra	linguistic	_	_	_	_	_	_
64-3	TOI118	64	pronipote	pronipote	linguistic	_	_	_	_	_	_
64-4	TOI118	64	[andava]	andava	linguistic	_	_	_	_	_	0-6(17)
64-5	TOI118	64	lì	lì	linguistic	_	End=93.303	_	_	_	_
65-0	TOR002	65	[mh	mh	linguistic	_	Begin=92.586	_	_	_	0-2(17)
65-1	TOR002	65	mh]	mh	linguistic	_	End=92.993	_	_	_	0-2(17)
66-0	TOI118	66	all'	all'	linguistic	SpaceAfter=No	Begin=93.896	_	_	_	_
66-1	TOI118	66	università	università	linguistic	_	End=94.703	_	_	_	_
67-0	TOR002	67	a:h	ah	linguistic	_	Begin=95.296	0x1	_	_	_
67-1	TOR002	67	e	e	linguistic	_	_	_	_	_	_
67-2	TOR002	67	cosa	cosa	linguistic	_	_	_	_	_	_
67-3	TOR002	67	ha	ha	linguistic	_	_	_	_	_	_
67-4	TOR002	67	studiato?	studiato	linguistic	Intonation=Rising	End=96.6	_	_	_	_
68-0	TOI118	68	ha	ha	linguistic	_	Begin=96.696	_	_	_	_
68-1	TOI118	68	studiato	studiato	linguistic	_	_	_	_	_	_
68-2	TOI118	68	niente	niente	linguistic	_	_	_	_	_	_
68-3	TOI118	68	perché::	perché	linguistic	_	End=98.6	5x2	_	_	_
69-0	TOI119	69	dammi	dammi	linguistic	_	Begin=99.0	_	_	_	_
69-1	TOI119	69	la	la	linguistic	_	_	_	_	_	_
69-2	TOI119	69	penna	penna	linguistic	_	_	_	_	_	_
69-3	TOI119	69	mario	mario	linguistic	_	End=100.0	_	_	_	_
70-0	TOR002	70	non	non	linguistic	_	Begin=100.096	_	_	_	_
70-1	TOR002	70	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
70-2	TOR002	70	aveva	aveva	linguistic	_	_	_	_	_	_
70-3	TOR002	70	voglia	voglia	linguistic	_	End=100.903	_	_	_	_
71-0	TOR002	71	non	non	linguistic	_	Begin=101.4	_	_	_	_
71-1	TOR002	71	funziona[no]?	funzionano	linguistic	Intonation=Rising	End=102.296	_	_	_	8-10(18)
72-0	TOI119	72	[no].	no	linguistic	Intonation=Falling	Begin=102.089|End=102.303	_	_	_	0-2(18)
73-0	TOR002	73	u:f	uf	linguistic	_	Begin=102.406|End=102.91	0x1	_	_	_
74-0	TOI118	74	buttale	buttale	linguistic	_	Begin=103.006	_	_	_	_
74-1	TOI118	74	via	via	linguistic	_	_	_	_	_	_
74-2	TOI118	74	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
74-3	TOI118	74	a~	a~	linguistic	Interrupted=Yes	_	_	_	_	_
74-4	TOI118	74	arrivava	arrivava	linguistic	_	_	_	_	_	_
74-5	TOI118	74	da	da	linguistic	_	_	_	_	_	_
74-6	TOI118	74	novalesa	novalesa	linguistic	_	_	_	_	_	_
74-7	TOI118	74	sai	sai	linguistic	_	_	_	_	_	_
74-8	TOI118	74	dov'	dov'	linguistic	SpaceAfter=No	_	_	_	_	_
74-9	TOI118	74	é?	é	linguistic	Intonation=Rising	End=105.606	_	_	_	_
75-0	TOR002	75	sì	sì	linguistic	_	Begin=105.793	_	_	_	_
75-1	TOR002	75	sì	sì	linguistic	_	End=106.227	_	_	_	_
76-0	TOI118	76	dov'	dov'	linguistic	SpaceAfter=No	Begin=107.206	_	_	_	_
76-1	TOI118	76	é?	é	linguistic	Intonation=Rising	End=107.593	_	_	_	_
77-0	TOR002	77	novalesa	novalesa	linguistic	_	Begin=107.903	_	_	_	_
77-1	TOR002	77	é:	é	linguistic	_	_	0x1	_	_	_
77-2	TOR002	77	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
77-3	TOR002	77	inizio	inizio	linguistic	_	_	_	_	_	_
77-4	TOR002	77	della	della	linguistic	_	_	_	_	_	_
77-5	TOR002	77	val	val	linguistic	_	_	_	_	_	_
77-6	TOR002	77	susa	susa	linguistic	_	End=109.896	_	_	_	_
78-0	TOI119	78	sì.	sì	linguistic	Intonation=Falling	Begin=109.929|End=110.186	_	_	_	_
79-0	TOI119	79	in	in	linguistic	_	Begin=110.6	_	_	_	_
79-1	TOI119	79	fondo	fondo	linguistic	_	_	_	_	_	_
79-2	TOI119	79	alla	alla	linguistic	_	_	_	_	_	_
79-3	TOI119	79	val	val	linguistic	_	_	_	_	_	_
79-4	TOI119	79	susa	susa	linguistic	_	End=111.593	_	_	_	_
80-0	TOR002	80	((ride))	((ride))	nonverbalbehavior	_	Begin=111.496|End=111.889	_	_	_	_
81-0	TOI118	81	c'	c'	linguistic	SpaceAfter=No	Begin=116.903	_	_	_	_
81-1	TOI118	81	é	é	linguistic	_	_	_	_	_	_
81-2	TOI118	81	andata	andata	linguistic	_	_	_	_	_	_
81-3	TOI118	81	un	un	linguistic	_	_	_	_	_	_
81-4	TOI118	81	po'	po'	linguistic	_	End=117.717	_	_	_	_
82-0	TOI118	82	e	e	linguistic	_	Begin=118.703	_	_	_	_
82-1	TOI118	82	fra	fra	linguistic	_	_	_	_	_	_
82-2	TOI118	82	treni	treni	linguistic	_	_	_	_	_	_
82-3	TOI118	82	pullman	pullman	linguistic	_	_	_	_	_	_
82-4	TOI118	82	e	e	linguistic	_	_	_	_	_	_
82-5	TOI118	82	madonne	madonne	linguistic	_	End=120.606	_	_	_	_
83-0	TOI118	83	ma	ma	linguistic	_	Begin=121.096	_	_	_	_
83-1	TOI118	83	io	io	linguistic	_	_	_	_	_	_
83-2	TOI118	83	non	non	linguistic	_	_	_	_	_	_
83-3	TOI118	83	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
83-4	TOI118	83	ho	ho	linguistic	_	_	_	_	_	_
83-5	TOI118	83	più	più	linguistic	_	_	_	_	_	_
83-6	TOI118	83	voglia	voglia	linguistic	_	_	_	_	_	_
83-7	TOI118	83	e	e	linguistic	_	_	_	_	_	_
83-8	TOI118	83	ha	ha	linguistic	_	_	_	_	_	_
83-9	TOI118	83	smesso	smesso	linguistic	_	_	_	_	_	_
83-10	TOI118	83	e:h	eh	linguistic	_	End=122.903	0x1	_	_	_
84-0	TOI119	84	x[xxx]	x	unknown	_	Begin=123.682|End=124.105	_	_	_	1-4(19)
85-0	TOI118	85	[é	é	linguistic	_	Begin=123.806	_	_	_	0-1(19)
85-1	TOI118	85	pieno	pieno	linguistic	_	_	_	_	_	0-5(19)
85-2	TOI118	85	d]i	di	linguistic	_	_	_	_	_	0-1(19)
85-3	TOI118	85	drogati	drogati	linguistic	_	_	_	_	_	_
85-4	TOI118	85	pieno	pieno	linguistic	_	_	_	_	_	_
85-5	TOI118	85	di	di	linguistic	_	End=125.31	_	_	_	_
