token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
25-5	TOR001	25	((ride))	((ride))	nonverbalbehavior	_	End=58.93	_	_	_	_
26-0	TOI003	26	quanti	quanti	linguistic	_	Begin=59.477	_	_	_	_
26-1	TOI003	26	ne	ne	linguistic	_	_	_	_	_	_
26-2	TOI003	26	abbiamo	abbiamo	linguistic	_	_	_	_	_	_
26-3	TOI003	26	oggi,	oggi	linguistic	Intonation=WeaklyRising	_	_	_	_	_
26-4	TOI003	26	tre?	tre	linguistic	Intonation=Rising	End=60.684	_	_	_	_
27-0	TOI003	27	quanti	quanti	linguistic	_	Begin=62.385	_	_	_	_
27-1	TOI003	27	ne	ne	linguistic	_	_	_	_	_	_
27-2	TOI003	27	abbiamo	abbiamo	linguistic	_	_	_	_	_	_
27-3	TOI003	27	oggi?	oggi	linguistic	Intonation=Rising	End=63.399	_	_	_	_
28-0	TOR001	28	quattro	quattro	linguistic	_	Begin=63.462|End=64.144	_	_	_	_
29-0	TOI003	29	eh	eh	linguistic	_	Begin=64.992	_	_	_	_
29-1	TOI003	29	io	io	linguistic	_	_	_	_	_	_
29-2	TOI003	29	in	in	linguistic	_	_	_	_	_	_
29-3	TOI003	29	vacanza	vacanza	linguistic	_	_	_	_	_	_
29-4	TOI003	29	perdo	perdo	linguistic	_	_	_	_	_	_
29-5	TOI003	29	tutto	tutto	linguistic	_	End=66.854	_	_	_	_
30-0	TOR001	30	((ride))	((ride))	nonverbalbehavior	_	Begin=66.372|End=66.83	_	_	_	_
31-0	TOI003	31	è	è	linguistic	_	Begin=67.206	_	_	_	_
31-1	TOI003	31	diciotto?	diciotto	linguistic	Intonation=Rising	End=68.143	_	_	_	_
32-0	TOI003	32	xx	x	unknown	_	Begin=68.404|End=69.414	_	_	_	_
33-0	TOR001	33	((ride))	((ride))	nonverbalbehavior	_	Begin=69.434|End=69.936	_	_	_	_
34-0	TOR001	34	grazie.	grazie	linguistic	Intonation=Falling	Begin=71.798|End=72.355	_	_	_	_
35-0	TOI002	35	ma	ma	linguistic	_	Begin=74.79	_	_	_	_
35-1	TOI002	35	è	è	linguistic	_	_	_	_	_	_
35-2	TOI002	35	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
35-3	TOI002	35	intervista	intervista	linguistic	_	_	_	_	_	_
35-4	TOI002	35	doppia	doppia	linguistic	_	_	_	_	_	_
35-5	TOI002	35	o	o	linguistic	_	_	_	_	_	_
35-6	TOI002	35	singola?	singola	linguistic	Intonation=Rising	End=76.15	_	_	_	_
36-0	TOR001	36	doppia	doppia	linguistic	_	Begin=76.166	_	_	_	_
36-1	TOR001	36	doppia	doppia	linguistic	_	_	_	_	_	_
36-2	TOR001	36	la	la	linguistic	_	_	_	_	_	_
36-3	TOR001	36	fate	fate	linguistic	_	_	_	_	_	_
36-4	TOR001	36	insie[me]	insieme	linguistic	_	End=77.501	_	_	_	5-7(5)
37-0	TOI002	37	[ti]po	tipo	linguistic	_	Begin=77.232	_	_	_	0-2(5)
37-1	TOI002	37	le	le	linguistic	_	_	_	_	_	_
37-2	TOI002	37	iene?	iene	linguistic	Intonation=Rising	End=77.999	_	_	_	_
38-0	TOI003	38	((ride))	((ride))	nonverbalbehavior	_	Begin=78.08|End=78.492	_	_	_	_
39-0	TOR001	39	((ride))	((ride))	nonverbalbehavior	_	Begin=78.08|End=78.492	_	_	_	_
40-0	TOI003	40	chi	chi	linguistic	_	Begin=79.941	_	_	_	_
40-1	TOI003	40	è	è	linguistic	_	_	_	_	_	_
40-2	TOI003	40	più	più	linguistic	_	_	_	_	_	_
40-3	TOI003	40	bravo	bravo	linguistic	_	_	_	_	_	_
40-4	TOI003	40	a	a	linguistic	_	_	_	_	_	_
40-5	TOI003	40	letto?	letto	linguistic	Intonation=Rising	_	_	_	_	_
40-6	TOI003	40	lui.	lui	linguistic	Intonation=Falling	End=81.378	_	_	_	_
41-0	TOR003	41	((ride))	((ride))	nonverbalbehavior	_	Begin=81.571|End=82.038	_	_	_	_
42-0	TOI002	42	((ride))	((ride))	nonverbalbehavior	_	Begin=81.571|End=82.038	_	_	_	_
43-0	TOR002	43	((ride))	((ride))	nonverbalbehavior	_	Begin=81.571|End=82.038	_	_	_	_
44-0	TOR001	44	((ride))	((ride))	nonverbalbehavior	_	Begin=81.571|End=82.038	_	_	_	_
45-0	TOI003	45	e::h	eh	linguistic	_	Begin=84.719	0x2	_	_	_
45-1	TOI003	45	devo	devo	linguistic	_	_	_	_	_	_
45-2	TOI003	45	crocettare	crocettare	linguistic	_	_	_	_	_	_
45-3	TOI003	45	gli	gli	linguistic	_	_	_	_	_	_
45-4	TOI003	45	ultimi	ultimi	linguistic	_	_	_	_	_	_
45-5	TOI003	45	due	due	linguistic	_	_	_	_	_	_
45-6	TOI003	45	[quadratini,	quadratini	linguistic	Intonation=WeaklyRising	_	_	_	_	0-10(6)
45-7	TOI003	45	giusto]?	giusto	linguistic	Intonation=Rising	End=87.904	_	_	_	0-6(6)
46-0	TOI002	46	[tutto	tutto	linguistic	_	Begin=86.464	_	_	_	0-5(?)
46-1	TOI002	46	sì,	sì	linguistic	Intonation=WeaklyRising	_	_	_	_	0-2(?)
46-2	TOI002	46	crocetta	crocetta	linguistic	_	_	_	_	_	0-8(?)
46-3	TOI002	46	e	e	linguistic	_	_	_	_	_	0-1(?)
46-4	TOI002	46	firma]	firma	linguistic	_	_	_	_	_	0-5(?)
46-5	TOI002	46	dai	dai	linguistic	_	_	_	_	_	_
46-6	TOI002	46	xx	x	unknown	_	_	_	_	_	_
46-7	TOI002	46	(minchia)	minchia	linguistic	_	_	_	_	0-7(0)	_
46-8	TOI002	46	non	non	linguistic	_	_	_	_	_	_
46-9	TOI002	46	finiamo	finiamo	linguistic	_	_	_	_	_	_
46-10	TOI002	46	più	più	linguistic	_	End=89.97	_	_	_	_
47-0	TOR001	47	[vai	vai	linguistic	_	Begin=87.933	_	_	_	0-3(7)
47-1	TOR001	47	vai]	vai	linguistic	_	End=88.575	_	_	_	0-3(7)
48-0	TOI002	48	bravo.	bravo	linguistic	Intonation=Falling	Begin=90.503|End=91.008	_	_	_	_
49-0	TOI003	49	c(io)è	cioè	linguistic	_	Begin=91.591	_	_	1-3(0)	_
49-1	TOI003	49	hai	hai	linguistic	_	_	_	_	_	_
49-2	TOI003	49	iniziato	iniziato	linguistic	_	_	_	_	_	_
49-3	TOI003	49	prima	prima	linguistic	_	_	_	_	_	_
49-4	TOI003	49	di	di	linguistic	_	_	_	_	_	_
49-5	TOI003	49	me	me	linguistic	_	_	_	_	_	_
49-6	TOI003	49	e	e	linguistic	_	_	_	_	_	_
49-7	TOI003	49	hai	hai	linguistic	_	_	_	_	_	_
49-8	TOI003	49	finito	finito	linguistic	_	_	_	_	_	_
49-9	TOI003	49	prima?	prima	linguistic	Intonation=Rising	End=92.947	_	_	_	_
50-0	TOI002	50	okay	okay	linguistic	_	Begin=92.98|End=93.47	_	_	_	_
51-0	TOR001	51	okay	okay	linguistic	_	Begin=93.533	_	_	_	_
51-1	TOR001	51	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
51-2	TOR001	51	grazie	grazie	linguistic	_	End=95.233	_	_	_	_
52-0	TOI002	52	°grazie	grazie	linguistic	Volume=Low	Begin=95.399	_	_	_	_
52-1	TOI002	52	a	a	linguistic	Volume=Low	_	_	_	_	_
52-2	TOI002	52	te.°	te	linguistic	Intonation=Falling|Volume=Low	End=96.1	_	_	_	_
53-0	TOR001	53	allora	allora	linguistic	_	Begin=96.12	_	_	_	_
53-1	TOR001	53	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
53-2	TOR001	53	intervista	intervista	linguistic	_	_	_	_	_	_
53-3	TOR001	53	riguarda	riguarda	linguistic	_	End=97.85	_	_	_	_
54-0	TOR001	54	e:hm	ehm	linguistic	_	Begin=98.021	0x1	_	_	_
54-1	TOR001	54	le	le	linguistic	_	_	_	_	_	_
54-2	TOR001	54	abitudini	abitudini	linguistic	_	_	_	_	_	_
54-3	TOR001	54	di	di	linguistic	_	_	_	_	_	_
54-4	TOR001	54	giovani	giovani	linguistic	_	_	_	_	_	_
54-5	TOR001	54	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
54-6	TOR001	54	lavoratori	lavoratori	linguistic	_	_	_	_	_	_
54-7	TOR001	54	torinesi	torinesi	linguistic	_	_	_	_	_	_
54-8	TOR001	54	quindi	quindi	linguistic	_	_	_	_	_	_
54-9	TOR001	54	gli	gli	linguistic	_	_	_	_	_	_
54-10	TOR001	54	argomenti	argomenti	linguistic	_	_	_	_	_	_
54-11	TOR001	54	sono	sono	linguistic	_	_	_	_	_	_
54-12	TOR001	54	un	un	linguistic	_	_	_	_	_	_
54-13	TOR001	54	po':	po'	linguistic	_	_	1x1	_	_	_
54-14	TOR001	54	vari	vari	linguistic	_	End=103.348	_	_	_	_
55-0	TOI002	55	okay	okay	linguistic	_	Begin=103.44|End=104.131	_	_	_	_
56-0	TOR001	56	bene	bene	linguistic	_	Begin=104.262	_	_	_	_
56-1	TOR001	56	quindi	quindi	linguistic	_	_	_	_	_	_
56-2	TOR001	56	iniziamo	iniziamo	linguistic	_	_	_	_	_	_
56-3	TOR001	56	che	che	linguistic	_	_	_	_	_	_
56-4	TOR001	56	lavoro	lavoro	linguistic	_	_	_	_	_	_
56-5	TOR001	56	fate?	fate	linguistic	Intonation=Rising	End=106.334	_	_	_	_
57-0	TOI003	57	operaio.	operaio	linguistic	Intonation=Falling	Begin=106.39|End=107.41	_	_	_	_
58-0	TOI002	58	[io	io	linguistic	_	Begin=107.52	_	_	_	0-2(?)
58-1	TOI002	58	metalmeccanico]	metalmeccanico	linguistic	_	End=108.824	_	_	_	0-14(?)
59-0	TOR001	59	[mh	mh	linguistic	_	Begin=107.52	_	_	_	0-2(8)
59-1	TOR001	59	mh]	mh	linguistic	_	End=108.05	_	_	_	0-2(8)
60-0	TOI003	60	[°xxxx°]	x	unknown	Volume=Low	Begin=108.182|End=108.807	_	_	_	0-4(9)
61-0	TOR001	61	okay	okay	linguistic	_	Begin=108.903|End=109.65	_	_	_	_
62-0	TOR001	62	da	da	linguistic	_	Begin=109.752	_	_	_	_
62-1	TOR001	62	quanto	quanto	linguistic	_	_	_	_	_	_
62-2	TOR001	62	tempo?	tempo	linguistic	Intonation=Rising	End=110.97	_	_	_	_
63-0	TOI003	63	m::h	mh	linguistic	_	Begin=111.253	0x2	_	_	_
63-1	TOI003	63	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
63-2	TOI003	63	questo	questo	linguistic	_	_	_	_	_	_
63-3	TOI003	63	lavoro	lavoro	linguistic	_	_	_	_	_	_
63-4	TOI003	63	o	o	linguistic	_	_	_	_	_	_
63-5	TOI003	63	anche:	anche	linguistic	_	_	4x1	_	_	_
63-6	TOI003	63	quello	quello	linguistic	_	_	_	_	_	_
63-7	TOI003	63	pri[ma],	prima	linguistic	Intonation=WeaklyRising	End=114.783	_	_	_	3-5(10)
64-0	TOR001	64	[que]sto	questo	linguistic	_	Begin=114.496	_	_	_	0-3(10)
64-1	TOR001	64	lavoro	lavoro	linguistic	_	End=115.293	_	_	_	_
65-0	TOI003	65	quattro	quattro	linguistic	_	Begin=115.78	_	_	_	_
65-1	TOI003	65	anni	anni	linguistic	_	End=116.677	_	_	_	_
66-0	TOR001	66	ah	ah	linguistic	_	Begin=116.677	_	_	_	_
66-1	TOR001	66	caspita	caspita	linguistic	_	_	_	_	_	_
66-2	TOR001	66	un	un	linguistic	_	_	_	_	_	_
66-3	TOR001	66	sacco	sacco	linguistic	_	End=117.567	_	_	_	_
67-0	TOI002	67	dodici.	dodici	linguistic	Intonation=Falling	Begin=117.571|End=118.174	_	_	_	_
68-0	TOI003	68	un	un	linguistic	_	Begin=118.211	_	_	_	_
68-1	TOI003	68	sacco	sacco	linguistic	_	End=118.789	_	_	_	_
69-0	TOR003	69	((ride))	((ride))	nonverbalbehavior	_	Begin=118.833|End=119.19	_	_	_	_
70-0	TOI003	70	((ride))	((ride))	nonverbalbehavior	_	Begin=118.833|End=119.19	_	_	_	_
71-0	TOI002	71	((ride))	((ride))	nonverbalbehavior	_	Begin=118.833|End=119.19	_	_	_	_
72-0	TOR002	72	((ride))	((ride))	nonverbalbehavior	_	Begin=118.833|End=119.19	_	_	_	_
73-0	TOR001	73	((ride))	((ride))	nonverbalbehavior	_	Begin=119.725|End=121.47	_	_	_	_
74-0	TOI003	74	[x]	x	unknown	_	Begin=121.312|End=122.055	_	_	_	0-1(11)
75-0	TOR001	75	[in]	in	linguistic	_	Begin=121.471	_	_	_	0-2(11)
75-1	TOR001	75	cosa	cosa	linguistic	_	_	_	_	_	_
75-2	TOR001	75	consiste	consiste	linguistic	_	_	_	_	_	_
75-3	TOR001	75	il	il	linguistic	_	_	_	_	_	_
75-4	TOR001	75	lavoro,	lavoro	linguistic	Intonation=WeaklyRising	_	_	_	_	_
75-5	TOR001	75	cioè	cioè	linguistic	_	_	_	_	_	_
75-6	TOR001	75	cosa	cosa	linguistic	_	_	_	_	_	_
75-7	TOR001	75	fate?	fate	linguistic	Intonation=Rising	End=124.348	_	_	_	_
76-0	TOI003	76	allora	allora	linguistic	_	Begin=124.452	_	_	_	_
76-1	TOI003	76	noi	noi	linguistic	_	_	_	_	_	_
76-2	TOI003	76	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
76-3	TOI003	76	produciamo	produciamo	linguistic	_	_	_	_	_	_
76-4	TOI003	76	bulloneria	bulloneria	linguistic	_	_	_	_	_	_
76-5	TOI003	76	e	e	linguistic	_	_	_	_	_	_
76-6	TOI003	76	viteria	viteria	linguistic	_	_	_	_	_	_
76-7	TOI003	76	speciale	speciale	linguistic	_	End=129.02	_	_	_	_
77-0	TOR001	77	mh	mh	linguistic	_	Begin=129.03	_	_	_	_
77-1	TOR001	77	mh	mh	linguistic	_	End=129.55	_	_	_	_
78-0	TOI003	78	esportiamo	esportiamo	linguistic	_	Begin=129.794	_	_	_	_
78-1	TOI003	78	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
78-2	TOI003	78	in	in	linguistic	_	_	_	_	_	_
78-3	TOI003	78	tutto	tutto	linguistic	_	_	_	_	_	_
78-4	TOI003	78	il	il	linguistic	_	_	_	_	_	_
78-5	TOI003	78	mondo,	mondo	linguistic	Intonation=WeaklyRising	End=132.266	_	_	_	_
79-0	TOR001	79	mh	mh	linguistic	_	Begin=132.338	_	_	_	_
79-1	TOR001	79	mh	mh	linguistic	_	End=132.79	_	_	_	_
80-0	TOI003	80	ed	ed	linguistic	_	Begin=132.81	_	_	_	_
80-1	TOI003	80	è::	è	linguistic	ProsodicLink=Yes	_	0x2	_	_	_
80-2	TOI003	80	mh	mh	linguistic	_	End=134.37	_	_	_	_
81-0	TOI003	81	praticamente	praticamente	linguistic	_	Begin=134.421	_	_	_	_
81-1	TOI003	81	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
81-2	TOI003	81	ci	ci	linguistic	_	_	_	_	_	_
81-3	TOI003	81	sono	sono	linguistic	_	_	_	_	_	_
81-4	TOI003	81	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
81-5	TOI003	81	eh	eh	linguistic	_	_	_	_	_	_
81-6	TOI003	81	ditte	ditte	linguistic	_	_	_	_	_	_
81-7	TOI003	81	come	come	linguistic	_	_	_	_	_	_
81-8	TOI003	81	noi	noi	linguistic	_	_	_	_	_	_
81-9	TOI003	81	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
81-10	TOI003	81	che	che	linguistic	_	_	_	_	_	_
81-11	TOI003	81	prudono	prudono	linguistic	_	_	_	_	_	_
81-12	TOI003	81	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
81-13	TOI003	81	le:	le	linguistic	_	_	1x1	_	_	_
81-14	TOI003	81	bulloneria	bulloneria	linguistic	_	_	_	_	_	_
81-15	TOI003	81	e	e	linguistic	_	_	_	_	_	_
81-16	TOI003	81	viteria	viteria	linguistic	_	_	_	_	_	_
81-17	TOI003	81	<normale>	normale	linguistic	_	End=142.077	_	Slow=0-7	_	_
82-0	TOR001	82	mh	mh	linguistic	_	Begin=142.085	_	_	_	_
82-1	TOR001	82	mh	mh	linguistic	_	End=142.5	_	_	_	_
83-0	TOI003	83	quella	quella	linguistic	_	Begin=142.5	_	_	_	_
83-1	TOI003	83	base	base	linguistic	_	_	_	_	_	_
83-2	TOI003	83	noi	noi	linguistic	_	_	_	_	_	_
83-3	TOI003	83	facciamo	facciamo	linguistic	_	_	_	_	_	_
83-4	TOI003	83	ci	ci	linguistic	_	_	_	_	_	_
83-5	TOI003	83	occupiamo	occupiamo	linguistic	_	_	_	_	_	_
83-6	TOI003	83	solo	solo	linguistic	_	_	_	_	_	_
83-7	TOI003	83	dello	dello	linguistic	_	_	_	_	_	_
83-8	TOI003	83	speciale.	speciale	linguistic	Intonation=Falling	End=145.311	_	_	_	_
84-0	TOR001	84	okay	okay	linguistic	_	Begin=145.311|End=145.87	_	_	_	_
85-0	TOI003	85	quindi	quindi	linguistic	_	Begin=145.87	_	_	_	_
85-1	TOI003	85	siamo:	siamo	linguistic	_	_	4x1	_	_	_
85-2	TOI003	85	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
85-3	TOI003	85	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
85-4	TOI003	85	azienda	azienda	linguistic	_	_	_	_	_	_
85-5	TOI003	85	unica	unica	linguistic	_	_	_	_	_	_
85-6	TOI003	85	in	in	linguistic	_	_	_	_	_	_
85-7	TOI003	85	italia	italia	linguistic	_	_	_	_	_	_
85-8	TOI003	85	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
85-9	TOI003	85	[che	che	linguistic	_	_	_	_	_	0-3(12)
85-10	TOI003	85	fa]	fa	linguistic	_	_	_	_	_	0-2(12)
85-11	TOI003	85	questa	questa	linguistic	_	_	_	_	_	_
85-12	TOI003	85	cosa	cosa	linguistic	_	_	_	_	_	_
85-13	TOI003	85	qua	qua	linguistic	_	End=150.16	_	_	_	_
86-0	TOR001	86	[mh	mh	linguistic	_	Begin=148.992	_	_	_	0-2(12)
86-1	TOR001	86	mh]	mh	linguistic	_	End=149.461	_	_	_	0-2(12)
87-0	TOR001	87	okay	okay	linguistic	_	Begin=150.26|End=151.046	_	_	_	_
88-0	TOR001	88	e	e	linguistic	_	Begin=151.727	_	_	_	_
88-1	TOR001	88	di	di	linguistic	_	_	_	_	_	_
88-2	TOR001	88	concreto	concreto	linguistic	_	_	_	_	_	_
88-3	TOR001	88	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
88-4	TOR001	88	cioè	cioè	linguistic	_	_	_	_	_	_
88-5	TOR001	88	durante	durante	linguistic	_	_	_	_	_	_
88-6	TOR001	88	il	il	linguistic	_	_	_	_	_	_
88-7	TOR001	88	giorno	giorno	linguistic	_	_	_	_	_	_
88-8	TOR001	88	cosa	cosa	linguistic	_	_	_	_	_	_
